XValue,YValue,ZValue,Number,Time,startNumber
0,155000001192093,5,80499982833862,8,41300010681152,66,05.11.2015 17:28:58,1
-3,50099992752075,7,07000017166138,9,72799968719482,67,05.11.2015 17:28:58,1
-3,58999991416931,6,81199979782104,9,85200023651123,68,05.11.2015 17:28:58,1
-0,136999994516373,5,76100015640259,7,53999996185303,69,05.11.2015 17:28:58,1
0,908999979496002,5,02299976348877,6,32200002670288,70,05.11.2015 17:28:58,1
0,386000007390976,5,11499977111816,6,98699998855591,71,05.11.2015 17:28:58,1
0,340000003576279,5,31300020217896,7,72300004959106,72,05.11.2015 17:28:58,1
0,187000006437302,5,41599988937378,8,51599979400635,73,05.11.2015 17:28:58,1
-1,2389999628067,5,82399988174438,9,48700046539307,74,05.11.2015 17:28:58,1
-2,10800004005432,6,24200010299683,9,22500038146973,75,05.11.2015 17:28:58,1
-1,52799999713898,6,15999984741211,7,6710000038147,76,05.11.2015 17:28:58,1
-0,0799999982118607,5,38700008392334,6,94999980926514,77,05.11.2015 17:28:58,1
0,745999991893768,5,06899976730347,7,97499990463257,78,05.11.2015 17:28:58,1
1,14900004863739,4,8769998550415,8,6569995880127,79,05.11.2015 17:28:58,1
0,794000029563904,5,16599988937378,8,11299991607666,80,05.11.2015 17:28:58,1
-0,225999996066093,5,42199993133545,7,9210000038147,81,05.11.2015 17:28:58,1
-2,15400004386902,6,13000011444092,7,69899988174438,82,05.11.2015 17:28:58,1
-1,9539999961853,6,31400012969971,7,32800006866455,83,05.11.2015 17:28:58,1
-0,36599999666214,5,59000015258789,7,47900009155273,84,05.11.2015 17:28:58,1
0,284000009298325,5,17799997329712,8,72900009155273,85,05.11.2015 17:28:58,1
0,465000003576279,5,12400007247925,9,72200012207031,86,05.11.2015 17:28:58,1
1,02900004386902,4,91400003433228,10,0690002441406,87,05.11.2015 17:28:58,1
0,552999973297119,4,86299991607666,9,56700038909912,88,05.11.2015 17:28:58,1
-0,734000027179718,5,39099979400635,8,11499977111816,89,05.11.2015 17:28:58,1
-1,99399995803833,6,26900005340576,6,62799978256226,90,05.11.2015 17:28:58,1
-1,58500003814697,6,4060001373291,6,00899982452393,91,05.11.2015 17:28:58,1
-0,308999985456467,5,69899988174438,5,41900014877319,92,05.11.2015 17:28:58,1
0,515999972820282,5,19999980926514,7,20300006866455,93,05.11.2015 17:28:58,1
1,02900004386902,4,70699977874756,10,6040000915527,94,05.11.2015 17:28:58,1
1,02900004386902,5,34899997711182,10,710000038147,95,05.11.2015 17:28:58,1
-0,764999985694885,5,60599994659424,9,85900020599365,96,05.11.2015 17:28:58,1
-2,58400011062622,6,10300016403198,8,02499961853027,97,05.11.2015 17:28:58,1
-2,70900011062622,6,81099987030029,6,02199983596802,98,05.11.2015 17:28:59,1
1,02900004386902,6,05999994277954,5,11399984359741,99,05.11.2015 17:28:59,1
0,460999995470047,5,31799983978271,5,37200021743774,100,05.11.2015 17:28:59,1
0,449000000953674,5,12200021743774,7,68900012969971,101,05.11.2015 17:28:59,1
0,880999982357025,5,16099977493286,10,4670000076294,102,05.11.2015 17:28:59,1
0,890999972820282,5,32499980926514,11,9540004730225,103,05.11.2015 17:28:59,1
-0,451999992132187,5,34800004959106,10,5939998626709,104,05.11.2015 17:28:59,1
-2,29200005531311,5,84000015258789,7,82299995422363,105,05.11.2015 17:28:59,1
-3,15799999237061,6,98199987411499,5,26000022888184,106,05.11.2015 17:28:59,1
-1,34300005435944,6,29099988937378,4,2039999961853,107,05.11.2015 17:28:59,1
0,532000005245209,5,26800012588501,4,58599996566772,108,05.11.2015 17:28:59,1
1,41100001335144,4,68400001525879,7,46199989318848,109,05.11.2015 17:28:59,1
1,75100004673004,4,65399980545044,11,2720003128052,110,05.11.2015 17:28:59,1
0,607999980449677,5,59800004959106,11,96399974823,111,05.11.2015 17:28:59,1
-1,85899996757507,5,81099987030029,11,0100002288818,112,05.11.2015 17:28:59,1
-3,62899994850159,6,43599987030029,8,03699970245361,113,05.11.2015 17:28:59,1
-1,83000004291534,6,55399990081787,5,27400016784668,114,05.11.2015 17:28:59,1
0,33899998664856,5,26800012588501,4,48899984359741,115,05.11.2015 17:28:59,1
0,864000022411346,5,08799982070923,5,68900012969971,116,05.11.2015 17:28:59,1
0,695999979972839,5,01800012588501,8,72900009155273,117,05.11.2015 17:28:59,1
1,02900004386902,5,26800012588501,11,2180004119873,118,05.11.2015 17:28:59,1
-0,495999991893768,5,7189998626709,11,2829999923706,119,05.11.2015 17:28:59,1
-2,57699990272522,6,0310001373291,9,42000007629395,120,05.11.2015 17:28:59,1
-3,68400001525879,7,07000017166138,6,79300022125244,121,05.11.2015 17:28:59,1
-1,88699996471405,6,59600019454956,4,87200021743774,122,05.11.2015 17:28:59,1
0,193000003695488,5,37400007247925,4,63299989700317,123,05.11.2015 17:28:59,1
1,58800005912781,4,70599985122681,6,71400022506714,124,05.11.2015 17:28:59,1
2,32999992370605,4,23799991607666,10,706000328064,125,05.11.2015 17:28:59,1
2,17000007629395,5,0479998588562,11,1379995346069,126,05.11.2015 17:28:59,1
-0,41100001335144,5,7020001411438,10,6549997329712,127,05.11.2015 17:28:59,1
-4,1269998550415,6,47900009155273,8,97599983215332,128,05.11.2015 17:28:59,1
-4,21299982070923,7,52799987792969,6,26200008392334,129,05.11.2015 17:28:59,1
1,02900004386902,6,32999992370605,4,69199991226196,130,05.11.2015 17:28:59,1
1,02900004386902,5,36800003051758,3,89199995994568,131,05.11.2015 17:28:59,1
1,02900004386902,5,07499980926514,5,44199991226196,132,05.11.2015 17:28:59,1
1,45700001716614,4,88399982452393,9,47799968719482,133,05.11.2015 17:28:59,1
1,192999958992,5,35200023651123,11,2440004348755,134,05.11.2015 17:28:59,1
-1,16600000858307,6,14400005340576,11,6180000305176,135,05.11.2015 17:28:59,1
-3,71099996566772,6,48799991607666,10,03600025177,136,05.11.2015 17:28:59,1
-2,60400009155273,6,86399984359741,6,63399982452393,137,05.11.2015 17:28:59,1
-0,204999998211861,5,65399980545044,4,14300012588501,138,05.11.2015 17:28:59,1
1,02900004386902,5,26800012588501,3,73699998855591,139,05.11.2015 17:28:59,1
1,02900004386902,4,90199995040894,5,97499990463257,140,05.11.2015 17:28:59,1
1,52600002288818,4,71700000762939,10,0839996337891,141,05.11.2015 17:28:59,1
1,02900004386902,5,88199996948242,11,164999961853,142,05.11.2015 17:28:59,1
-1,69000005722046,6,11100006103516,12,1619997024536,143,05.11.2015 17:28:59,1
-3,54399991035461,6,23199987411499,10,1579999923706,144,05.11.2015 17:28:59,1
-1,64699995517731,6,50299978256226,5,9689998626709,145,05.11.2015 17:28:59,1
-0,736000001430511,5,99200010299683,3,61400008201599,146,05.11.2015 17:29:00,1
-0,11599999666214,5,57499980926514,3,69899988174438,147,05.11.2015 17:29:00,1
0,519999980926514,5,07600021362305,7,46700000762939,148,05.11.2015 17:29:00,1
1,02900004386902,5,01900005340576,11,2080001831055,149,05.11.2015 17:29:00,1
0,256999999284744,6,10699987411499,11,8610000610352,150,05.11.2015 17:29:00,1
-1,55599999427795,5,84800004959106,10,9709997177124,151,05.11.2015 17:29:00,1
-1,86899995803833,6,01999998092651,7,67500019073486,152,05.11.2015 17:29:00,1
-1,53400003910065,6,35799980163574,4,40000009536743,153,05.11.2015 17:29:00,1
-0,656000018119812,5,90100002288818,3,30699992179871,154,05.11.2015 17:29:00,1
0,157000005245209,5,62799978256226,4,21500015258789,155,05.11.2015 17:29:00,1
-0,217999994754791,5,5019998550415,8,0930004119873,156,05.11.2015 17:29:00,1
-0,17399999499321,5,75500011444092,12,0209999084473,157,05.11.2015 17:29:00,1
-0,700999975204468,5,85900020599365,13,3030004501343,158,05.11.2015 17:29:00,1
-1,17799997329712,5,45100021362305,11,1560001373291,159,05.11.2015 17:29:00,1
-1,30799996852875,5,71999979019165,7,29099988937378,160,05.11.2015 17:29:00,1
-1,75800001621246,6,27600002288818,4,66900014877319,161,05.11.2015 17:29:00,1
1,02900004386902,6,1710000038147,3,43099999427795,162,05.11.2015 17:29:00,1
-0,509999990463257,5,84299993515015,3,7279999256134,163,05.11.2015 17:29:00,1
0,455000013113022,5,31300020217896,6,3769998550415,164,05.11.2015 17:29:00,1
1,67400002479553,4,68800020217896,8,94200038909912,165,05.11.2015 17:29:00,1
2,13899993896484,4,23099994659424,12,0690002441406,166,05.11.2015 17:29:00,1
1,33899998664856,4,6269998550415,13,6040000915527,167,05.11.2015 17:29:00,1
-1,15299999713898,4,90199995040894,12,6940002441406,168,05.11.2015 17:29:00,1
-4,2979998588562,6,7020001411438,8,88199996948242,169,05.11.2015 17:29:00,1
-0,702000021934509,5,56300020217896,8,2189998626709,1,05.11.2015 17:29:02,2
-0,0260000005364418,5,2649998664856,8,04800033569336,2,05.11.2015 17:29:02,2
0,119000002741814,5,00600004196167,7,86100006103516,3,05.11.2015 17:29:02,2
0,462000012397766,4,87400007247925,8,44900035858154,4,05.11.2015 17:29:02,2
0,444000005722046,4,81300020217896,9,56999969482422,5,05.11.2015 17:29:02,2
0,0450000017881393,5,02299976348877,9,66800022125244,6,05.11.2015 17:29:02,2
-0,912000000476837,5,56300020217896,8,96100044250488,7,05.11.2015 17:29:02,2
-2,50099992752075,6,66599988937378,7,65000009536743,8,05.11.2015 17:29:02,2
-3,44199991226196,7,39300012588501,6,03000020980835,9,05.11.2015 17:29:02,2
-1,82799994945526,6,30000019073486,5,61600017547607,10,05.11.2015 17:29:02,2
0,234999999403954,5,41099977493286,6,01200008392334,11,05.11.2015 17:29:02,2
0,953000009059906,4,69999980926514,8,96700000762939,12,05.11.2015 17:29:02,2
0,845000028610229,4,99300003051758,11,1630001068115,13,05.11.2015 17:29:02,2
0,989000022411346,5,2810001373291,10,1850004196167,14,05.11.2015 17:29:02,2
-0,523000001907349,5,29300022125244,8,4399995803833,15,05.11.2015 17:29:02,2
-2,80100011825562,6,34800004959106,6,34299993515015,16,05.11.2015 17:29:02,2
-3,24900007247925,7,2039999961853,4,47599983215332,17,05.11.2015 17:29:02,2
-1,53199994564056,6,51700019836426,5,08099985122681,18,05.11.2015 17:29:02,2
0,291000008583069,5,63199996948242,7,16599988937378,19,05.11.2015 17:29:02,2
0,851999998092651,5,1230001449585,9,50399971008301,20,05.11.2015 17:29:02,2
1,21599996089935,5,13899993896484,10,9340000152588,21,05.11.2015 17:29:02,2
1,27699995040894,4,97599983215332,10,1569995880127,22,05.11.2015 17:29:02,2
-0,395000010728836,5,00299978256226,9,08500003814697,23,05.11.2015 17:29:02,2
-2,80100011825562,7,11199998855591,5,67199993133545,24,05.11.2015 17:29:02,2
-0,702000021934509,6,04699993133545,5,28499984741211,25,05.11.2015 17:29:02,2
0,416999995708466,5,47700023651123,6,93400001525879,26,05.11.2015 17:29:02,2
0,962000012397766,5,04500007629395,9,16199970245361,27,05.11.2015 17:29:02,2
1,44599997997284,5,23899984359741,10,4759998321533,28,05.11.2015 17:29:02,2
-0,702000021934509,5,42500019073486,9,90100002288818,29,05.11.2015 17:29:02,2
-1,01900005340576,5,66099977493286,8,64000034332275,30,05.11.2015 17:29:02,2
-3,48900008201599,6,86100006103516,6,56199979782104,31,05.11.2015 17:29:02,2
-3,22099995613098,7,47300004959106,4,89300012588501,32,05.11.2015 17:29:02,2
-1,19200003147125,6,26999998092651,4,59999990463257,33,05.11.2015 17:29:02,2
-0,702000021934509,5,43300008773804,6,63299989700317,34,05.11.2015 17:29:02,2
1,60399997234344,4,82499980926514,10,9700002670288,35,05.11.2015 17:29:02,2
1,94900000095367,4,69600009918213,11,46399974823,36,05.11.2015 17:29:02,2
-0,0759999975562096,5,4689998626709,9,80399990081787,37,05.11.2015 17:29:02,2
-3,27500009536743,6,41800022125244,7,88600015640259,38,05.11.2015 17:29:02,2
-3,53999996185303,7,2979998588562,6,3289999961853,39,05.11.2015 17:29:02,2
-0,702000021934509,6,19899988174438,5,36100006103516,40,05.11.2015 17:29:02,2
0,439999997615814,5,56300020217896,4,93599987030029,41,05.11.2015 17:29:02,2
0,537000000476837,5,34800004959106,7,25799989700317,42,05.11.2015 17:29:02,2
1,34500002861023,5,03800010681152,9,94299983978271,43,05.11.2015 17:29:02,2
-0,702000021934509,5,38299989700317,9,91100025177002,44,05.11.2015 17:29:02,2
-1,44000005722046,5,8730001449585,9,77799987792969,45,05.11.2015 17:29:02,2
-3,23799991607666,6,64400005340576,7,92600011825562,46,05.11.2015 17:29:02,2
-2,8050000667572,7,15000009536743,6,48199987411499,47,05.11.2015 17:29:02,2
-0,50900000333786,6,02299976348877,5,68499994277954,48,05.11.2015 17:29:03,2
-0,702000021934509,5,28299999237061,6,21500015258789,49,05.11.2015 17:29:03,2
0,906000018119812,4,97100019454956,8,51900005340576,50,05.11.2015 17:29:03,2
1,307000041008,4,84000015258789,10,3319997787476,51,05.11.2015 17:29:03,2
0,105999998748302,5,19000005722046,10,9069995880127,52,05.11.2015 17:29:03,2
-2,24600005149841,6,60400009155273,9,27400016784668,53,05.11.2015 17:29:03,2
-3,03800010681152,7,31199979782104,7,08699989318848,54,05.11.2015 17:29:03,2
-0,179000005125999,6,1230001449585,5,76800012588501,55,05.11.2015 17:29:03,2
-0,702000021934509,5,38299989700317,4,46400022506714,56,05.11.2015 17:29:03,2
-0,294999986886978,5,92700004577637,4,91800022125244,57,05.11.2015 17:29:03,2
-1,53600001335144,6,42399978637695,7,83400011062622,58,05.11.2015 17:29:03,2
-1,72300004959106,6,87200021743774,9,15499973297119,59,05.11.2015 17:29:03,2
-1,49699997901917,6,32100009918213,8,88700008392334,60,05.11.2015 17:29:03,2
-0,702000021934509,5,84899997711182,7,88800001144409,61,05.11.2015 17:29:03,2
0,0509999990463257,5,36600017547607,7,40999984741211,62,05.11.2015 17:29:03,2
0,500999987125397,5,06099987030029,7,38500022888184,63,05.11.2015 17:29:03,2
-0,702000021934509,5,77500009536743,8,53999996185303,64,05.11.2015 17:29:03,2
-0,552999973297119,5,9229998588562,9,10000038146973,65,05.11.2015 17:29:03,2
-0,702000021934509,5,78200006484985,8,92399978637695,66,05.11.2015 17:29:03,2
-0,409999996423721,5,63299989700317,8,2189998626709,67,05.11.2015 17:29:03,2
-0,104000002145767,5,41900014877319,7,68200016021729,68,05.11.2015 17:29:03,2
-0,381000012159348,5,64599990844727,7,49599981307983,69,05.11.2015 17:29:03,2
-0,848999977111816,5,88500022888184,7,51100015640259,70,05.11.2015 17:29:03,2
-0,702000021934509,5,66900014877319,7,99100017547607,71,05.11.2015 17:29:03,2
-0,702000021934509,5,71099996566772,8,2189998626709,72,05.11.2015 17:29:03,2
-0,386999994516373,5,63600015640259,8,11100006103516,73,05.11.2015 17:29:03,2
-0,0879999995231628,5,48899984359741,8,14299964904785,74,05.11.2015 17:29:03,2
0,0230000000447035,5,39499998092651,8,10499954223633,75,05.11.2015 17:29:03,2
0,349000006914139,5,14200019836426,8,38399982452393,76,05.11.2015 17:29:03,2
1,37199997901917,4,51800012588501,9,64900016784668,77,05.11.2015 17:29:03,2
1,42200005054474,4,53900003433228,9,97200012207031,78,05.11.2015 17:29:03,2
-0,0320000015199184,5,28599977493286,9,36400032043457,79,05.11.2015 17:29:03,2
-2,4449999332428,6,56099987030029,7,99200010299683,80,05.11.2015 17:29:03,2
-3,99300003051758,7,66800022125244,5,48799991607666,81,05.11.2015 17:29:03,2
-3,16799998283386,7,27299976348877,4,94299983978271,82,05.11.2015 17:29:03,2
-1,52699995040894,6,40700006484985,5,14900016784668,83,05.11.2015 17:29:03,2
-0,702000021934509,5,8289999961853,6,27699995040894,84,05.11.2015 17:29:03,2
-0,0759999975562096,5,23899984359741,8,5,85,05.11.2015 17:29:03,2
0,825999975204468,5,32999992370605,9,5290002822876,86,05.11.2015 17:29:04,2
-0,702000021934509,5,31799983978271,10,085000038147,87,05.11.2015 17:29:04,2
-0,702000021934509,5,56300020217896,9,37100028991699,88,05.11.2015 17:29:04,2
-1,94200003147125,6,31799983978271,7,77400016784668,89,05.11.2015 17:29:04,2
-1,50800001621246,6,39699983596802,6,40199995040894,90,05.11.2015 17:29:04,2
-0,935000002384186,6,5,93200016021729,91,05.11.2015 17:29:04,2
-0,702000021934509,5,81699991226196,6,62400007247925,92,05.11.2015 17:29:04,2
-0,165000006556511,5,56300020217896,8,05200004577637,93,05.11.2015 17:29:04,2
0,370999991893768,5,27299976348877,9,23799991607666,94,05.11.2015 17:29:04,2
-0,0640000030398369,5,48299980163574,9,56099987030029,95,05.11.2015 17:29:04,2
-0,995000004768372,5,78499984741211,9,23799991607666,96,05.11.2015 17:29:04,2
-2,3970000743866,6,36499977111816,7,92399978637695,97,05.11.2015 17:29:04,2
-2,96300005912781,6,85699987411499,6,8600001335144,98,05.11.2015 17:29:04,2
-1,16100001335144,6,14499998092651,6,2649998664856,99,05.11.2015 17:29:04,2
0,479000002145767,5,34299993515015,6,22700023651123,100,05.11.2015 17:29:04,2
0,46399998664856,5,16599988937378,7,25600004196167,101,05.11.2015 17:29:04,2
-0,702000021934509,5,04400014877319,8,09200000762939,102,05.11.2015 17:29:04,2
0,888000011444092,4,94000005722046,8,85400009155273,103,05.11.2015 17:29:04,2
-0,232999995350838,5,14099979400635,9,95400047302246,104,05.11.2015 17:29:04,2
-1,11000001430511,5,62900018692017,10,4519996643066,105,05.11.2015 17:29:04,2
-0,538999974727631,5,49200010299683,9,2790002822876,106,05.11.2015 17:29:04,2
-0,0820000022649765,5,23099994659424,7,55499982833862,107,05.11.2015 17:29:04,2
-0,702000021934509,5,65299987792969,6,86700010299683,108,05.11.2015 17:29:04,2
-1,36000001430511,6,06699991226196,7,19500017166138,109,05.11.2015 17:29:04,2
-1,58399999141693,6,19099998474121,7,59899997711182,110,05.11.2015 17:29:04,2
-1,94599997997284,6,42000007629395,7,72599983215332,111,05.11.2015 17:29:04,2
-1,31099998950958,6,06099987030029,7,82200002670288,112,05.11.2015 17:29:04,2
0,451999992132187,5,13299989700317,8,2189998626709,113,05.11.2015 17:29:04,2
1,89100003242493,4,22599983215332,9,06999969482422,114,05.11.2015 17:29:04,2
1,71399998664856,4,59899997711182,8,90299987792969,115,05.11.2015 17:29:04,2
-1,35899996757507,5,8600001335144,8,88500022888184,116,05.11.2015 17:29:04,2
-4,78999996185303,7,58300018310547,7,62599992752075,117,05.11.2015 17:29:04,2
-3,29399991035461,7,37400007247925,6,63899993896484,118,05.11.2015 17:29:04,2
-0,492000013589859,5,89499998092651,6,03399991989136,119,05.11.2015 17:29:04,2
0,24099999666214,5,17600011825562,6,24100017547607,120,05.11.2015 17:29:04,2
0,833000004291534,4,98799991607666,7,31599998474121,121,05.11.2015 17:29:04,2
1,51800000667572,4,71199989318848,8,62199974060059,122,05.11.2015 17:29:04,2
1,10699999332428,4,72900009155273,9,80799961090088,123,05.11.2015 17:29:04,2
-0,982999980449677,5,42899990081787,10,8199996948242,124,05.11.2015 17:29:04,2
-2,84800004959106,6,46099996566772,9,86400032043457,125,05.11.2015 17:29:04,2
-3,30399990081787,7,11999988555908,7,5770001411438,126,05.11.2015 17:29:04,2
-1,48699998855591,6,2810001373291,5,89900016784668,127,05.11.2015 17:29:04,2
-0,0199999995529652,5,49200010299683,5,39200019836426,128,05.11.2015 17:29:04,2
0,958000004291534,5,02899980545044,6,48199987411499,129,05.11.2015 17:29:04,2
1,46599996089935,4,80700016021729,8,2189998626709,130,05.11.2015 17:29:04,2
0,479000002145767,5,12799978256226,8,89400005340576,131,05.11.2015 17:29:04,2
-1,07000005245209,5,96999979019165,9,73999977111816,132,05.11.2015 17:29:04,2
-3,87100005149841,6,82000017166138,9,53600025177002,133,05.11.2015 17:29:04,2
-4,01200008392334,7,36899995803833,7,71099996566772,134,05.11.2015 17:29:04,2
-1,53600001335144,6,30200004577637,6,32299995422363,135,05.11.2015 17:29:04,2
0,284000009298325,5,36700010299683,6,136,05.11.2015 17:29:04,2
1,11099994182587,4,81099987030029,6,70100021362305,137,05.11.2015 17:29:04,2
1,93499994277954,4,55399990081787,8,2189998626709,138,05.11.2015 17:29:04,2
1,86600005626678,4,55600023269653,9,27799987792969,139,05.11.2015 17:29:04,2
-0,138999998569489,5,36100006103516,10,8090000152588,140,05.11.2015 17:29:04,2
-3,97000002861023,6,76100015640259,10,2569999694824,141,05.11.2015 17:29:04,2
-4,6710000038147,7,68699979782104,7,81899976730347,142,05.11.2015 17:29:04,2
-1,34300005435944,6,36600017547607,5,88700008392334,143,05.11.2015 17:29:04,2
0,361999988555908,5,31199979782104,4,66699981689453,144,05.11.2015 17:29:05,2
1,20099997520447,4,85599994659424,5,3600001335144,145,05.11.2015 17:29:05,2
1,64300000667572,4,64799976348877,7,7189998626709,146,05.11.2015 17:29:05,2
-0,702000021934509,5,23600006103516,9,26700019836426,147,05.11.2015 17:29:05,2
-1,16700005531311,5,98199987411499,10,9359998703003,148,05.11.2015 17:29:05,2
-4,35599994659424,6,86700010299683,11,0729999542236,149,05.11.2015 17:29:05,2
-3,00099992752075,6,92600011825562,7,95800018310547,150,05.11.2015 17:29:05,2
-0,294999986886978,5,56300020217896,5,75400018692017,151,05.11.2015 17:29:05,2
0,321000009775162,5,15899991989136,5,17899990081787,152,05.11.2015 17:29:05,2
-0,702000021934509,5,00299978256226,6,7519998550415,153,05.11.2015 17:29:05,2
0,416000008583069,5,28299999237061,8,2189998626709,154,05.11.2015 17:29:05,2
-0,959999978542328,6,09200000762939,9,26599979400635,155,05.11.2015 17:29:05,2
-3,38899993896484,6,77099990844727,9,62399959564209,156,05.11.2015 17:29:05,2
-3,29200005531311,6,86899995803833,8,41499996185303,157,05.11.2015 17:29:05,2
-0,702000021934509,5,80999994277954,6,63299989700317,158,05.11.2015 17:29:05,2
-0,702000021934509,5,04699993133545,5,86100006103516,159,05.11.2015 17:29:05,2
1,56099998950958,4,74700021743774,7,17600011825562,160,05.11.2015 17:29:05,2
1,25999999046326,4,71700000762939,8,67500019073486,161,05.11.2015 17:29:05,2
0,142000004649162,5,43499994277954,9,23600006103516,162,05.11.2015 17:29:05,2
-2,28600001335144,6,14099979400635,11,0559997558594,163,05.11.2015 17:29:05,2
-2,9760000705719,6,51599979400635,9,41499996185303,164,05.11.2015 17:29:05,2
-0,998000025749207,6,09000015258789,6,92899990081787,165,05.11.2015 17:29:05,2
0,0790000036358833,5,29300022125244,5,82299995422363,166,05.11.2015 17:29:05,2
